"id","resortId","runLength","angle","maxAngle","difficulty","aspect"
5741,52,911.5,-26,-32.400827599696,"DD","NE"
4357,34,1074.6,-24,-32.389540360018,"DD","E"
395,53,1450.3,-24,-32.373676293519,"D","NE"
2414,38,1552.2,-24,-32.354428243195,"D","WNW"
6976,18,2044.8,-22,-32.324451051161,"DD","NW"
7280,76,2044.8,-22,-32.324451051161,"DD","NW"
2432,43,1195.8,-27,-32.320050584521,"S","E"
6573,14,2142.0,-20,-32.295577252671,"D","ESE"
716,65,1304.8,-22,-32.269827434497,"D","NNE"
575,65,1633.1,-12,-32.255779572977,"S","E"
6553,14,2098.3,-17,-32.204237704657,"D","NNE"
7273,76,587.9,-21,-32.198619905865,"D","NNE"
3026,73,587.9,-21,-32.198619905865,"D","NNE"
273,44,2778.2,-19,-32.196358059802,"D","ENE"
1857,36,3255.4,-23,-32.165486398339,"D","ENE"
2563,48,1136.1,-29,-32.158372130605,"DD","N"
7203,76,1518.4,-17,-32.125655769656,"D","NE"
697,65,1518.4,-17,-32.125655769656,"D","NE"
2456,43,3881.0,-24,-32.122175250459,"D","ESE"
4365,34,1001.5,-21,-32.116498768124,"DD","SE"
7308,76,1430.4,-25,-32.103035798688,"DD","NNW"
3068,73,1430.4,-25,-32.103035798688,"DD","NNW"
5170,59,2019.1,-2,-32.089953190374,"D","N"
4146,77,1466.2,-24,-32.076206614146,"D","NNE"
4364,34,934.4,-22,-32.053030747885,"DD","SSE"
6595,14,1440.3,-22,-32.046523912834,"D","SE"
1514,46,2887.6,-20,-32.034090907249,"D","S"
5458,91,912.2,-25,-32.029388411476,"D","E"
300,44,3092.8,-19,-32.025283134621,"D","N"
4175,77,2051.1,-20,-31.953764304675,"D","N"
5447,91,1530.4,-14,-31.948599516792,"D","SW"
2299,24,3406.4,-25,-31.941714011152,"D","WNW"
1472,46,6815.5,-13,-31.93616018664,"S","SSW"
3831,61,1543.3,-26,-31.935557195061,"D","NNW"
6973,18,1804.2,-24,-31.926685888483,"DD","WNW"
7277,76,1804.2,-24,-31.926685888483,"DD","WNW"
578,65,2961.0,-23,-31.915227830751,"S","NE"
5750,52,1869.6,-19,-31.89939972392,"DD","NNE"
5693,52,2651.8,-18,-31.889012894342,"D","SE"
2460,43,1454.7,-27,-31.861776787451,"D","ENE"
5231,92,1087.3,-18,-31.860788130243,"D","NNW"
4356,34,3800.6,-12,-31.859794744008,"DD","NNE"
5437,93,4035.7,-13,-31.85677783138,"DD","WNW"
1856,36,2351.5,-21,-31.854986989265,"D","ENE"
2411,38,1072.1,-27,-31.835107601615,"D","WNW"
1854,36,3030.7,-9,-31.833055605659,"D","NE"
5661,52,680.6,-18,-31.82773093031,"D","SE"
2566,48,1864.7,-27,-31.78184428387,"DD","N"
202,12,1826.3,-26,-31.77603526238,"D","SE"
3832,61,1611.9,-22,-31.7528171372,"DD","NNE"
6090,60,1740.2,-19,-31.746908439383,"D","ENE"
4294,34,1735.2,-20,-31.739144335633,"D","N"
1850,36,2096.7,-21,-31.694168018979,"D","N"
3829,61,1995.6,-24,-31.690045866031,"D","NNW"
213,12,1419.7,-21,-31.67323888459,"DD","SSE"
2340,24,2363.2,-24,-31.667185100275,"DD","N"
709,65,1095.0,-23,-31.640311162088,"D","NE"
4373,34,1057.5,-26,-31.630162911575,"DD","NNW"
6954,18,2481.5,-23,-31.628030820089,"D","NNE"
7258,76,2481.5,-23,-31.628030820089,"D","NNE"
7194,76,2059.4,-18,-31.623564279206,"D","WNW"
6890,18,2059.4,-18,-31.623564279206,"D","WNW"
2553,48,4447.6,-17,-31.609720294572,"D","NE"
6928,18,2205.3,-22,-31.600328650961,"D","ENE"
7232,76,2205.3,-22,-31.600328650961,"D","ENE"
3723,42,1555.6,-21,-31.599785191335,"D","ENE"
5164,59,2881.7,-1,-31.579059479941,"D","N"
5353,93,1338.3,-18,-31.570379590952,"S","NW"
3730,42,568.3,-20,-31.567949187016,"D","ENE"
5552,52,4273.3,-14,-31.56759138348,"S","E"
2154,16,2601.0,-24,-31.561446180223,"D","NE"
3331,29,1733.1,-22,-31.555519093441,"D","NW"
691,65,1733.9,-22,-31.555519093441,"D","NW"
6848,18,3024.2,-11,-31.553283238231,"S","ENE"
7152,76,3024.2,-11,-31.553283238231,"S","ENE"
4595,85,689.3,-26,-31.536653811205,"D","NNW"
373,53,1006.1,-27,-31.534239058821,"D","N"
6426,14,6084.4,-8,-31.517591993908,"C","NNW"
5768,52,1662.2,-26,-31.515779387048,"D","NE"
4505,85,1648.2,-19,-31.477657235202,"S","NNW"
4177,77,1166.2,-24,-31.46457033411,"D","NNE"
3647,20,3062.7,-26,-31.462205826012,"D","NNW"
719,65,2581.0,-21,-31.454400432905,"D","ENE"
2453,43,3080.6,-27,-31.448135778538,"D","ESE"
1533,46,1704.9,-20,-31.43510345079,"DD","NNW"
294,44,1672.7,-26,-31.428319941617,"D","E"
5139,92,1702.6,-11,-31.421527113269,"S","NE"
4232,77,887.5,-29,-31.411986644776,"D","E"
4228,77,658.2,-22,-31.40238635763,"D","N"
4455,85,5234.8,-7,-31.397817973707,"C","NW"
7222,76,1821.3,-12,-31.37003355603,"D","E"
4932,31,2201.5,-16,-31.364541020957,"S","NNE"
6268,66,1831.2,-24,-31.361487136864,"DD","NE"
4293,34,2173.4,-17,-31.354462765943,"D","N"
2046,41,1376.9,-23,-31.347989365415,"D","NE"
7170,76,2537.3,-18,-31.320253147552,"S","WNW"
2895,73,2537.3,-18,-31.320253147552,"S","WNW"
5201,92,977.7,-17,-31.316668330002,"D","NNW"
4368,34,1118.8,-19,-31.310260428845,"DD","ESE"
5800,47,4187.7,-16,-31.305713900942,"D","E"
4564,85,794.8,-30,-31.300543717479,"D","NW"
5461,91,1074.4,-24,-31.285570897137,"D","ENE"
1988,41,12230.2,-5,-31.283815625299,"S","NW"
4613,94,1738.5,-20,-31.249672022981,"S","NNE"
4981,31,4324.2,-13,-31.242216007584,"S","N"
1858,36,4947.6,-15,-31.230773778482,"D","ENE"
3724,42,810.3,-25,-31.22349288268,"D","N"
1961,41,2190.2,-18,-31.214762347089,"S","NE"
5793,47,3450.4,-20,-31.194008767432,"D","N"
3722,42,632.9,-26,-31.185182941746,"D","N"
199,12,1645.5,-19,-31.182332115491,"D","ENE"
1867,36,1452.6,-25,-31.176946062767,"D","NE"
6600,14,2022.2,-21,-31.172510217378,"D","SE"
6083,66,6224.0,-5,-31.171242191382,"C","SSE"
5799,47,2850.8,-18,-31.16560676734,"D","NE"
1841,36,2509.3,-23,-31.13410833435,"D","E"
7238,76,2509.3,-23,-31.13410833435,"D","E"
1849,36,1356.2,-21,-31.132575784806,"D","NNW"
3807,61,4621.9,-13,-31.126589413793,"S","WSW"
795,65,1221.1,-22,-31.111313038649,"DD","N"
7279,76,1221.1,-22,-31.111313038649,"DD","N"
4276,77,853.4,-25,-31.10316070199,"DD","NE"
2549,48,1561.3,-21,-31.094723140415,"D","ENE"
797,65,1565.0,-25,-31.083646819756,"DD","NNW"
7281,76,1565.0,-25,-31.083646819756,"DD","NNW"
2025,41,2570.1,-17,-31.0748086134,"D","NNE"
4898,83,3187.2,-19,-31.063668957799,"D","NNE"
386,53,2139.1,-23,-31.041372817235,"D","ESE"
3944,62,2084.5,-20,-31.040744385514,"D","WNW"
2174,16,1884.4,-23,-30.9995169783,"D","SSE"
5705,52,560.1,-15,-30.993556418886,"D","SSE"
2156,16,1259.9,-24,-30.992775783009,"D","ESE"
7185,76,1419.9,-22,-30.978445473754,"S","NW"
667,65,1419.9,-22,-30.978445473754,"S","NW"
4599,85,1794.4,-27,-30.977204620219,"D","ENE"
4318,34,2193.4,-20,-30.975315312117,"D","NE"
5833,47,1220.1,-22,-30.966281942532,"D","ESE"
7186,76,14713.3,-12,-30.961153555743,"S","NNW"
2932,73,14713.3,-12,-30.961153555743,"S","NNW"
3310,29,14872.7,-11,-30.961153555743,"S","NNW"
6087,60,1868.9,-13,-30.961146780669,"D","ENE"
2178,16,928.6,-20,-30.958004838533,"D","WNW"
2307,24,1002.4,-24,-30.916148679982,"D","NNE"
6559,14,938.3,-18,-30.914030016661,"D","NNE"
2443,43,1163.0,-21,-30.911498405641,"D","ESE"
714,65,2612.2,-22,-30.909402635193,"D","NE"
2173,16,1052.2,-22,-30.905219978202,"D","SSE"
276,44,706.3,-24,-30.888205786351,"D","NE"
2550,48,3272.0,-18,-30.886249155087,"D","NE"
5419,91,1074.9,-15,-30.875917589881,"S","NE"
1937,36,1726.2,-24,-30.871032834373,"DD","SE"
1837,36,1379.2,-22,-30.85098810877,"D","ESE"
7234,76,1379.2,-22,-30.85098810877,"D","ESE"
2412,38,1387.5,-26,-30.848900370401,"D","WNW"
1754,36,5877.1,-17,-30.848135938314,"S","NE"
2341,24,6934.3,-14,-30.839871666939,"DD","NNW"
4120,77,2741.7,-22,-30.808229362698,"D","SE"
1846,36,1679.6,-21,-30.805301027757,"D","N"
5008,83,516.5,-26,-30.804620716026,"DD","NE"
2865,73,805.2,-17,-30.79774451647,"S","N"
7159,76,805.2,-17,-30.79774451647,"S","N"
6950,18,2079.4,-23,-30.797670074562,"D","NNE"
7254,76,2079.4,-23,-30.797670074562,"D","NNE"
539,65,1597.1,-19,-30.792693416989,"S","WNW"
7108,76,1597.1,-19,-30.792693416989,"S","WNW"
2183,16,1004.4,-19,-30.784148775119,"D","N"
2129,16,717.2,-22,-30.783284108121,"D","N"
820,65,4619.4,-13,-30.76919735966,"DD","NE"
4451,78,5380.7,-17,-30.746802919397,"S","W"
7220,76,1921.6,-25,-30.745856400942,"D","E"
729,65,1921.6,-25,-30.745856400942,"D","E"
6978,18,1882.2,-19,-30.736806871971,"DD","N"
7282,76,1882.2,-19,-30.736806871971,"DD","N"
1755,36,2025.7,-17,-30.732463898553,"S","NE"
2144,16,2585.8,-14,-30.71839799801,"D","NE"
4195,77,2580.1,-21,-30.718226777585,"D","NNE"
2022,41,1170.5,-27,-30.713494795741,"D","NNE"
5154,59,2450.5,-2,-30.711412617592,"D","N"
5029,31,2443.8,-3,-30.691281762493,"D","N"
6272,66,2534.0,-20,-30.683188321694,"DD","ESE"
2357,23,1427.3,-20,-30.682050185699,"D","WNW"
5716,52,1787.7,-19,-30.682008614401,"D","ENE"
720,65,619.0,-23,-30.679965942672,"D","NNE"
4412,88,4084.8,-11,-30.67004662569,"D","WNW"
5770,52,1395.3,-26,-30.663249063459,"D","NNE"
549,65,1585.8,-17,-30.654002568694,"S","WNW"
7118,76,1585.8,-17,-30.654002568694,"S","WNW"
2408,38,1228.4,-24,-30.630270846743,"D","NW"
2163,16,601.6,-23,-30.62819899164,"D","E"
4157,77,1151.5,-17,-30.616598437496,"D","N"
7241,76,1780.4,-14,-30.612657805448,"D","WNW"
2978,73,1780.4,-14,-30.612657805448,"D","WNW"
7193,76,2753.4,-16,-30.607350872584,"D","NW"
685,65,2753.4,-16,-30.607350872584,"D","NW"
393,53,1646.2,-18,-30.602840931917,"D","ENE"
3912,69,5519.6,-14,-30.602799321693,"D","NW"
5480,91,1561.9,-22,-30.566625691663,"DD","SSE"
2569,48,2106.7,-25,-30.55334457152,"DD","NNE"
4996,83,486.7,-23,-30.545536313548,"DD","N"
7207,76,2772.6,-24,-30.540438400105,"D","ENE"
701,65,2772.6,-24,-30.540438400105,"D","ENE"
4359,34,1321.8,-19,-30.527613318023,"DD","NE"
5710,52,2006.9,-17,-30.480419446835,"D","NNE"
3641,65,1272.8,-8,-30.461002930731,"DD","ESE"
5850,47,1570.9,-25,-30.459509734672,"DD","E"
3819,61,1494.1,-19,-30.4497798949,"D","NNE"
409,53,1608.3,-24,-30.449013495754,"DD","E"
5723,52,5619.8,-15,-30.440166775631,"D","ESE"
2337,24,4777.3,-21,-30.438947885605,"DD","NNW"
7030,76,18014.0,-8,-30.435828552464,"C","NNE"
437,65,18014.0,-8,-30.435828552464,"C","NNE"
5726,52,2277.2,-16,-30.43246992499,"D","E"
4766,67,2147.5,-17,-30.432392451375,"DD","NW"
5636,52,1718.2,-12,-30.426243434545,"S","NNE"
5244,89,1648.6,-18,-30.421307133346,"D","ESE"
2444,43,787.0,-26,-30.401104095746,"D","NNE"
6971,18,1470.4,-21,-30.397355637586,"DD","NNE"
7275,76,1470.4,-21,-30.397355637586,"DD","NNE"
6567,14,2670.8,-21,-30.391163914859,"D","SE"
2148,16,3517.7,-18,-30.381581493278,"D","NE"
4598,85,1266.9,-23,-30.380142047202,"D","N"
5478,91,4915.4,-16,-30.366548300258,"DD","SE"
2429,43,1831.7,-24,-30.354744895868,"S","ESE"
2147,16,1766.0,-22,-30.341807185241,"D","N"
5455,91,2051.4,-21,-30.335231517469,"D","E"
6933,18,3341.4,-12,-30.332848117012,"D","E"
7237,76,3341.4,-12,-30.332848117012,"D","E"
4533,85,1187.3,-21,-30.30116684565,"S","N"
4916,83,1789.0,-17,-30.292343173299,"D","N"
6580,14,1965.4,-20,-30.272949433006,"D","WSW"
6827,18,5627.3,-14,-30.269287889147,"S","NNW"
7131,76,5627.3,-14,-30.269287889147,"S","NNW"
7048,76,1996.8,-13,-30.246521609435,"C","NW"
2708,73,1996.8,-13,-30.246521609435,"C","NW"
5055,86,1081.0,-16,-30.245634800401,"DD","NW"
6576,14,4646.1,-15,-30.230071738927,"D","SSE"
4366,34,980.1,-19,-30.223054314669,"DD","E"
2291,23,809.9,-17,-30.218100005367,"S","NE"
3955,62,3059.5,-14,-30.216117121457,"D","NNE"
602,65,3768.2,-16,-30.216017992172,"S","NW"
7143,76,3768.2,-16,-30.216017992172,"S","NW"
3941,62,2732.8,-25,-30.204170528095,"D","N"
2433,43,3217.2,-18,-30.185276103094,"S","SE"
2554,48,3851.4,-14,-30.161779471066,"D","N"
5014,31,7160.4,-1,-30.159147993979,"D","N"
6981,18,1666.9,-17,-30.156459763161,"DD","NNE"
7285,76,1666.9,-17,-30.156459763161,"DD","NNE"
4480,78,825.1,-24,-30.15113696064,"D","WNW"
5671,52,2164.6,-19,-30.149164443796,"D","ENE"
200,12,1081.2,-30,-30.142588914439,"D","S"
7181,76,1445.8,-23,-30.138997023188,"S","NNE"
663,65,1445.8,-23,-30.138997023188,"S","NNE"
2098,16,1420.3,-21,-30.113573463472,"S","WNW"
4010,77,6020.8,-13,-30.110906109449,"S","ENE"
3914,69,4263.8,-14,-30.107200693394,"D","NW"
4826,86,1776.2,-15,-30.102290532379,"S","ENE"
4884,83,1541.3,-21,-30.097727742652,"D","NE"
2372,23,1638.3,-20,-30.097449311519,"D","N"
4216,77,794.2,-21,-30.09036899465,"D","NNE"
2362,23,2352.4,-17,-30.077652550014,"D","NNW"
4123,77,1973.6,-14,-30.041944104648,"D","NE"
769,65,1596.0,-20,-30.028676313041,"D","ESE"
7248,76,1596.0,-20,-30.028676313041,"D","ESE"
2455,43,2597.3,-23,-30.026015107582,"D","ESE"
260,44,1018.4,-20,-30.010388624493,"S","NE"
4166,77,1498.1,-22,-30.001464669178,"D","NNE"
1751,36,2076.6,-18,-29.993828092452,"S","NNE"
4606,85,4506.8,-10,-29.971992273925,"DD","NNE"
4652,94,2414.8,-17,-29.941734600747,"D","NE"
542,65,1213.4,-20,-29.940529898645,"S","WNW"
7111,76,1213.4,-20,-29.940529898645,"S","WNW"
5028,31,1647.4,-21,-29.93886042224,"D","ENE"
1844,36,1552.0,-22,-29.938490611025,"D","N"
4570,85,2089.5,-24,-29.931878778887,"D","NNE"
4889,83,3234.4,-18,-29.917032384299,"D","NE"
2391,38,2963.8,-20,-29.916462767079,"S","W"
204,12,3687.5,-15,-29.907419296862,"D","ENE"
4545,85,2394.1,-19,-29.90662016909,"S","NNW"
5752,52,2021.0,-25,-29.84520892328,"DD","NNE"
2161,16,625.7,-24,-29.838868304426,"D","SE"
5176,59,3514.8,-3,-29.838248565927,"D","N"
5439,93,3373.0,-17,-29.835229911284,"DD","WNW"
4386,88,3155.7,-12,-29.819880221133,"C","NNE"
6570,14,5204.9,-18,-29.814417900015,"D","SSW"
397,53,1554.3,-27,-29.804042599986,"D","NNE"
7210,76,1392.9,-19,-29.802347986401,"D","ENE"
704,65,1392.9,-19,-29.802347986401,"D","ENE"
7212,76,2834.1,-24,-29.79451301538,"D","NE"
6908,18,2834.1,-24,-29.79451301538,"D","NE"
5454,91,2207.9,-22,-29.787374675173,"D","E"
7246,76,2028.0,-19,-29.783173680336,"D","E"
767,65,2028.0,-19,-29.783173680336,"D","E"
2031,41,1745.6,-22,-29.764786683362,"D","NNW"
2158,16,983.5,5,-29.762486065057,"D","SSW"
551,65,3780.2,-12,-29.7067943762,"S","NW"
7120,76,3780.2,-12,-29.7067943762,"S","NW"
189,12,2741.5,-17,-29.691987530545,"D","SSE"
6964,18,4380.1,-13,-29.690028009903,"D","N"
7268,76,4380.1,-13,-29.690028009903,"D","N"
5851,47,1460.3,-24,-29.688328276641,"DD","NNW"
203,12,2507.1,-16,-29.671347156004,"D","E"
4659,94,2183.0,-20,-29.662725129001,"D","N"
4308,34,762.0,-20,-29.655293321002,"D","ENE"
1756,36,3023.2,-18,-29.648649940985,"S","NNE"
5743,47,940.4,-21,-29.647113678553,"D","NE"
1866,36,1044.6,-22,-29.64571361575,"D","NE"
7206,76,1658.7,-23,-29.645299407643,"D","NNE"
700,65,1658.7,-23,-29.645299407643,"D","NNE"
4621,94,3343.1,-14,-29.644193525477,"S","NW"
6857,18,1379.4,-10,-29.638653614465,"S","NW"
7161,76,1379.4,-10,-29.638653614465,"S","NW"
4978,83,3171.3,-18,-29.638196779456,"DD","NNE"
5415,91,1689.1,-15,-29.634690181043,"S","ENE"
3747,42,1033.3,-21,-29.630124323488,"D","ENE"
4754,86,3145.4,-9,-29.62130866837,"C","ENE"
1720,36,3056.2,-17,-29.600698007255,"S","NNE"
2167,16,2257.7,-19,-29.583757651144,"D","S"
6587,14,1774.0,-24,-29.573377509889,"D","SSE"
4850,83,3329.1,-14,-29.565542939546,"S","NNW"
5685,52,1798.6,-22,-29.564168438032,"D","NNE"
5187,59,5438.6,-4,-29.548794928979,"D","N"
4935,83,1639.3,-20,-29.542625892893,"D","N"
4343,34,1470.3,-23,-29.53862274362,"D","NW"
3111,29,2104.0,-21,-29.536483614561,"S","NE"
577,65,2103.8,-21,-29.536483614561,"S","NE"
4181,77,1300.5,-23,-29.533068909394,"D","NW"
4229,77,459.1,-22,-29.521612233162,"D","N"
2562,48,2292.8,-21,-29.498352945007,"DD","NNW"
3642,65,14805.2,-8,-29.488811640496,"DD","NNE"
266,44,1823.6,-22,-29.487735763643,"D","NE"
4637,94,1544.2,-20,-29.478379403626,"D","NNE"
5761,47,1249.2,-24,-29.476875973593,"D","SE"
3800,61,2795.9,-9,-29.47597171163,"S","SE"
5782,47,1854.9,-15,-29.471769888785,"D","SE"
1742,36,5651.0,-19,-29.469454740369,"S","NE"
2559,48,2657.6,-21,-29.463787102713,"D","NE"
4739,67,2721.6,-18,-29.462860869864,"D","NW"
3142,29,1042.3,-26,-29.459178530361,"S","N"
595,65,1066.7,-26,-29.459178530361,"S","N"
2434,43,4186.8,-18,-29.440677616782,"S","ESE"
6602,14,3103.0,-17,-29.434810154795,"D","NNW"
5680,52,2453.3,-20,-29.433111403108,"D","NE"
3098,76,1198.0,-20,-29.428384183483,"S","NNE"
239,44,2408.3,-10,-29.425892701871,"S","NE"
2019,41,3367.9,-20,-29.421841676801,"D","WNW"
5052,86,2490.8,-21,-29.412911509034,"DD","NE"
5748,47,2545.2,-18,-29.395887857549,"D","E"
7209,76,2977.3,-21,-29.387431258403,"D","NE"
703,65,2977.3,-21,-29.387431258403,"D","NE"
2188,16,2788.4,-23,-29.381064304035,"DD","ENE"
267,44,2135.6,-18,-29.360718694652,"D","N"
4600,85,2001.3,-26,-29.352838096679,"D","E"
4406,88,1704.0,-20,-29.351476875099,"S","NE"
5006,86,3710.8,-17,-29.346387953756,"D","NNE"
6532,14,2375.8,-17,-29.328263670949,"D","N"
1527,46,3319.1,-18,-29.326201975475,"D","NW"
6525,14,4313.9,-19,-29.325138514956,"D","SW"
7292,76,743.3,-24,-29.316114938058,"DD","NW"
2544,48,2619.6,-9,-29.300279769383,"D","NNE"
5860,60,5171.8,-10,-29.27332254555,"C","E"
5540,47,5800.4,-8,-29.264642810126,"C","E"
5456,91,2520.8,-21,-29.254082521117,"D","ENE"
2065,41,367.0,-28,-29.246179785435,"DD","N"
2168,16,2008.4,-21,-29.239308737341,"D","SE"
2033,41,1742.3,-26,-29.223037495877,"DD","NNW"
5674,52,2812.5,-17,-29.22277144887,"D","NE"
708,65,1395.9,-22,-29.213455579106,"D","NNE"
5075,40,4530.1,-14,-29.211499047227,"D","NNE"
5656,47,2616.5,-14,-29.209665965656,"S","NNE"
4574,85,2291.1,-18,-29.205788602049,"D","N"
5133,59,4796.6,-2,-29.205513866603,"S","N"
3833,61,1040.3,-22,-29.203970746737,"DD","NNW"
6612,14,2233.4,-17,-29.201598378056,"D","NW"
6247,66,585.4,-1,-29.184070478015,"DD","SE"
514,65,1106.9,-17,-29.182375192457,"S","WNW"
7085,76,1106.9,-17,-29.182375192457,"S","WNW"
6792,18,2788.6,-15,-29.180906700384,"S","N"
7096,76,2788.6,-15,-29.180906700384,"S","N"
6237,66,3086.6,-17,-29.176949256253,"DD","E"
4639,94,1210.2,-18,-29.169086924491,"D","SE"
4875,86,4914.3,-15,-29.168143599195,"S","NE"
4979,83,1488.5,-26,-29.152011459331,"DD","NNE"
4369,34,997.7,-22,-29.147754158272,"DD","SE"
7205,76,4000.5,-14,-29.142492722075,"D","NE"
699,65,4000.5,-14,-29.142492722075,"D","NE"
4906,83,1187.2,-22,-29.134990399744,"D","NNE"
4587,85,2400.2,-23,-29.119733390879,"D","NNW"
7171,76,2408.4,-11,-29.115482795547,"S","NE"
653,65,2408.4,-11,-29.115482795547,"S","NE"
3739,42,524.5,-25,-29.109827847888,"D","N"
5968,60,1951.9,-10,-29.102743860832,"S","E"
7197,76,2408.4,-18,-29.093747143399,"D","NW"
6893,18,2408.4,-18,-29.093747143399,"D","NW"
4629,94,1538.4,-21,-29.092562267655,"D","SE"
2552,48,2030.2,-24,-29.088981872589,"D","NE"
2477,45,696.8,-19,-29.084881944927,"D","NNW"
586,65,1001.2,-14,-29.084860045868,"S","SE"
7130,76,1001.2,-14,-29.084860045868,"S","SE"
5235,89,1828.9,-21,-29.033475961553,"D","E"
391,53,2622.3,-19,-29.032471280542,"D","E"
4593,85,1287.1,-14,-29.032102301763,"D","NNW"
4610,94,2336.6,-16,-29.023466279524,"S","NE"
6557,14,664.4,-18,-29.011940712394,"D","NNE"
1861,36,3352.3,-22,-28.998288860527,"D","ENE"
180,12,3445.4,-15,-28.982937328863,"S","ENE"
5416,93,2474.9,-16,-28.979961321024,"D","W"
2305,24,3709.6,-22,-28.974483957419,"D","N"
3822,61,543.7,-22,-28.94312051014,"D","N"
5751,52,1811.1,-25,-28.929699487992,"DD","NE"
6269,66,1880.0,-21,-28.923909144818,"DD","NNW"
2558,48,4609.7,-12,-28.923622822064,"D","NNE"
5703,52,1127.2,-23,-28.909706740154,"D","ENE"
7204,76,1810.0,-18,-28.906801694441,"D","NE"
698,65,1810.0,-18,-28.906801694441,"D","NE"
1515,46,4786.8,-17,-28.904854938039,"D","SSW"
4580,85,3912.8,-25,-28.902967312549,"D","ESE"
2561,48,1009.6,-20,-28.902733606022,"DD","NW"
3645,20,2004.9,-20,-28.883608653976,"D","N"
4596,85,1488.2,-14,-28.880669507715,"D","NW"
4128,55,893.9,-22,-28.871519784222,"D","ENE"
5575,52,2484.2,-8,-28.866899507412,"S","E"
6579,14,1539.5,-19,-28.861260882918,"D","ESE"
771,65,880.1,-22,-28.850073739545,"D","ESE"
3753,42,1345.0,-25,-28.84763041208,"D","ENE"
4025,77,2008.6,-16,-28.843672351046,"S","N"
2339,24,1828.7,-25,-28.840615707261,"DD","NNW"
6539,14,3455.3,-17,-28.83177367389,"D","WNW"
4140,77,1304.9,-28,-28.827126217301,"D","N"
6446,14,20681.6,-5,-28.826936456372,"C","NNW"
4607,85,1578.5,-25,-28.825131889651,"DD","ESE"
2454,43,4484.6,-28,-28.822599314128,"D","ESE"
4353,34,2332.4,-19,-28.818164505793,"D","NNE"
6020,63,7278.8,-9,-28.80395485028,"S","ENE"
271,44,1216.0,-20,-28.795173943092,"D","ENE"
4305,34,941.0,-22,-28.795118579237,"D","NE"
6472,14,2624.4,-13,-28.792159168115,"S","N"
4602,94,3274.9,-17,-28.785616290931,"S","NNE"
5655,52,813.0,-20,-28.773154770652,"D","E"
5031,86,2936.4,-18,-28.771133971987,"DD","NE"
5160,59,2251.0,0,-28.766011017433,"D","N"
4372,34,1633.7,-22,-28.763679730714,"DD","NNW"
5538,52,2123.3,-11,-28.762072603327,"S","N"
5304,37,1637.4,-24,-28.756877543567,"D","NW"
1480,46,2868.7,-17,-28.754962639864,"S","SSE"
722,65,1743.3,-23,-28.751030306025,"D","NNW"
2126,16,2790.2,-15,-28.749961251114,"D","NE"
5025,31,1624.2,-22,-28.741894014442,"D","ENE"
6095,60,1385.4,-16,-28.724628798984,"D","NE"
2564,48,2600.4,-20,-28.720343683756,"DD","N"
4200,77,928.3,-22,-28.713320411943,"D","N"
2020,16,5488.1,-9,-28.705111430441,"C","ESE"
4317,34,1087.0,-26,-28.695210323717,"D","NNE"
2576,49,1451.7,-11,-28.688498211592,"S","E"
2355,23,2180.2,-15,-28.67538732262,"D","WNW"
3820,61,734.1,-25,-28.672092163233,"D","N"
2459,43,4458.5,-25,-28.670353126985,"D","SE"
5228,92,511.1,-18,-28.663197021905,"D","NW"
565,65,1946.4,-18,-28.661854500239,"S","ENE"
6513,14,6352.8,-14,-28.656596032367,"S","WNW"
2297,24,1151.3,-25,-28.651792765071,"D","NNW"
1946,36,1263.7,-18,-28.636708868967,"D","NW"
2560,48,3224.5,-18,-28.635013521447,"D","NNE"
6949,18,2388.2,-22,-28.627706480541,"D","NNE"
7253,76,2388.2,-22,-28.627706480541,"D","NNE"
4938,83,1128.0,-22,-28.621344569899,"D","N"
4838,86,3426.8,-6,-28.620562003134,"S","NW"
4352,34,1575.9,-22,-28.619113787846,"D","N"
5300,37,2376.9,-23,-28.606796433048,"D","WNW"
4995,86,2659.0,-17,-28.591238101036,"D","NNE"
7223,76,1257.5,-25,-28.584119477755,"D","NNW"
2123,16,8618.8,-11,-28.580612693866,"S","N"
288,44,550.5,-25,-28.55863060296,"D","NNE"
3826,61,1360.2,-18,-28.556931576216,"D","NNE"
3749,42,1002.3,-20,-28.542828955925,"D","NE"
2536,48,1590.4,-20,-28.542687225427,"D","ESE"
3952,62,2526.9,-13,-28.534858723668,"D","N"
5368,93,305.1,-10,-28.524815326139,"S","ENE"
3811,61,2571.1,-20,-28.516560140773,"S","NW"
7195,76,1655.8,-22,-28.490441648961,"D","WNW"
688,65,1655.8,-22,-28.490441648961,"D","WNW"
2834,29,3746.6,-12,-28.488001499202,"S","NNE"
6760,18,3705.2,-12,-28.488001499202,"S","NNE"
7064,76,3705.2,-12,-28.488001499202,"S","NNE"
6250,66,2117.8,-18,-28.483792974102,"DD","NNW"
6932,18,1246.8,-12,-28.476984046613,"D","E"
7236,76,1246.8,-12,-28.476984046613,"D","E"
4604,85,3218.3,-25,-28.474420566494,"D","E"
1739,36,3187.2,-19,-28.470661348768,"S","N"
382,53,1241.9,-24,-28.44873474949,"D","E"
6555,14,683.5,-15,-28.417860914728,"D","N"
2281,24,1542.8,-21,-28.409984332405,"D","N"
5312,37,4228.7,-16,-28.392815312373,"DD","W"
4511,85,2653.2,-24,-28.385563035208,"S","ESE"
2451,43,3502.5,-26,-28.373458138788,"D","SE"
4571,85,1962.4,-27,-28.373405134623,"D","NE"
5058,86,1469.3,-19,-28.373268762307,"DD","N"
